,100,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
0,100,100,100,100,100,80,30,0,0,0
1,100,100,100,100,100,100,60,30,0,0
2,100,100,100,100,100,100,80,40,10,0
3,100,100,100,100,100,100,90,50,20,0
4,100,100,100,100,100,100,100,50,20,0
5,100,100,100,100,100,100,100,50,20,0
6,100,100,100,100,100,100,100,50,20,0
7,100,100,100,100,100,100,100,50,20,0
8,100,100,100,100,100,100,100,50,20,0
9,100,100,100,100,90,10,0,0,0,0
10,100,100,100,100,100,100,40,0,0,0
11,100,100,100,100,100,100,70,30,0,0
12,100,100,100,100,100,100,100,50,10,0
13,100,100,100,100,100,100,100,60,20,0
14,100,100,100,100,100,100,100,60,20,0
15,100,100,100,100,100,100,100,60,20,0
16,100,100,100,100,100,100,100,60,20,0
17,100,100,100,100,100,100,100,60,20,0
18,100,100,100,100,60,0,0,0,0,0
19,100,100,100,100,100,80,30,0,0,0
20,100,100,100,100,100,100,70,20,0,0
21,100,100,100,100,100,100,100,50,10,0
22,100,100,100,100,100,100,100,60,30,0
23,100,100,100,100,100,100,100,60,30,0
24,100,100,100,100,100,100,100,60,30,0
25,100,100,100,100,100,100,100,60,30,0
26,100,100,100,100,100,100,100,60,30,0
27,100,100,100,100,30,0,0,0,0,0
28,100,100,100,100,100,80,20,0,0,0
29,100,100,100,100,100,100,70,20,0,0
30,100,100,100,100,100,100,100,50,10,0
31,100,100,100,100,100,100,100,70,30,0
32,100,100,100,100,100,100,100,70,30,0
33,100,100,100,100,100,100,100,70,30,0
34,100,100,100,100,100,100,100,70,30,0
35,100,100,100,100,100,100,100,70,30,0
36,100,100,100,100,10,0,0,0,0,0
37,100,100,100,100,100,70,10,0,0,0
38,100,100,100,100,100,100,60,20,0,0
39,100,100,100,100,100,100,100,50,10,0
40,100,100,100,100,100,100,100,70,30,0
41,100,100,100,100,100,100,100,70,30,0
42,100,100,100,100,100,100,100,70,30,0
43,100,100,100,100,100,100,100,70,30,0
44,100,100,100,100,100,100,100,70,30,0
45,100,100,100,100,0,0,0,0,0,0
46,100,100,100,100,100,60,0,0,0,0
47,100,100,100,100,100,100,60,10,0,0
48,100,100,100,100,100,100,100,50,10,0
49,100,100,100,100,100,100,100,70,30,0
50,100,100,100,100,100,100,100,70,30,0
51,100,100,100,100,100,100,100,70,30,0
52,100,100,100,100,100,100,100,70,30,0
53,100,100,100,100,100,100,100,70,30,0
